Enemy,Game,Relation
Bob-omb,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Bob-omb,Mario Party: Island Tour,ENEMY_IN
Bob-omb,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Bob-omb,Mario Party 10,ENEMY_IN
Bob-omb,Super Mario Maker subseries,ENEMY_IN
Bob-omb,Mario Party: Star Rush,ENEMY_IN
Bob-omb,Super Mario Run,ENEMY_IN
Bob-omb,Mario Party: The Top 100,ENEMY_IN
Bob-omb,Super Mario Bros. Wonder,ENEMY_IN
Bob-omb,Super Mario Party,ENEMY_IN
Bob-omb,Mario Party Superstars,ENEMY_IN
Bob-omb,Super Mario Party Jamboree,ENEMY_IN
Boomerang Bro,Super Mario Bros. 3,ENEMY_IN
Boomerang Bro,Mario Kart 8,ENEMY_IN
Boomerang Bro,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Boomerang Bro,Paper Mario: The Thousand-Year Door,ENEMY_IN
Boomerang Bro,New Super Mario Bros.,ENEMY_IN
Boomerang Bro,Mario Kart Tour,ENEMY_IN
Boomerang Bro,Mario & Luigi: Dream Team,ENEMY_IN
Boomerang Bro,Super Paper Mario,ENEMY_IN
Boomerang Bro,New Super Mario Bros. Wii,ENEMY_IN
Boomerang Bro,Mario & Luigi: Paper Jam,ENEMY_IN
Boomerang Bro,Paper Mario: Sticker Star,ENEMY_IN
Boomerang Bro,Super Mario Galaxy 2,ENEMY_IN
Boomerang Bro,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Boomerang Bro,Paper Mario: Color Splash,ENEMY_IN
Boomerang Bro,Super Mario 3D Land,ENEMY_IN
Boomerang Bro,Paper Mario: The Origami King,ENEMY_IN
Boomerang Bro,New Super Mario Bros. 2,ENEMY_IN
Boomerang Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Boomerang Bro,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Boulder,Super Mario World,ENEMY_IN
Boulder,Mario Kart 64,ENEMY_IN
Boulder,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Boulder,Mario Kart: Double Dash!!,ENEMY_IN
Boulder,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Boulder,Mario Kart DS,ENEMY_IN
Boulder,Super Mario Galaxy,ENEMY_IN
Boulder,Mario Kart Wii,ENEMY_IN
Boulder,Super Mario Galaxy 2,ENEMY_IN
Boulder,Mario Kart 7,ENEMY_IN
Boulder,New Super Mario Bros. 2,ENEMY_IN
Boulder,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Boulder,Super Mario Odyssey,ENEMY_IN
Boulder,Mario Kart Tour,ENEMY_IN
Bramball,New Super Mario Bros. Wii,ENEMY_IN
Bramball,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Broque Monsieur,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Broque Monsieur,Mario & Luigi: Dream Team,ENEMY_IN
Broque Monsieur,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Broque Monsieur,Mario & Luigi: Brothership,ENEMY_IN
Broozer,New Super Mario Bros.,ENEMY_IN
Broozer,Super Mario Party,ENEMY_IN
Broozer,Mario & Luigi: Paper Jam,ENEMY_IN
Broozer,New Super Mario Bros. Wii,ENEMY_IN
Broozer,Super Mario Party Jamboree,ENEMY_IN
Broozer,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Broozer,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Broozer,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Bulber,New Super Mario Bros. Wii,ENEMY_IN
Bulber,Mario Kart Tour,ENEMY_IN
Bulber,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Bulber,Mario Kart 8 Deluxe,ENEMY_IN
Bulber,Mario Kart World,ENEMY_IN
Bull's-Eye Banzai,New Super Mario Bros. Wii,ENEMY_IN
Bull's-Eye Banzai,Super Mario Maker 2,ENEMY_IN
Bull's-Eye Blaster,Super Mario Bros. 3,ENEMY_IN
Bull's-Eye Blaster,New Super Mario Bros. Wii,ENEMY_IN
Bull's-Eye Blaster,Super Mario Maker series,ENEMY_IN
Bull's-Eye Blaster,Super Mario Bros. Wonder,ENEMY_IN
Bull's-Eye Bill,Super Mario Bros. 3,ENEMY_IN
Bull's-Eye Bill,New Super Mario Bros. Wii,ENEMY_IN
Bull's-Eye Bill,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Bull's-Eye Bill,Super Mario Maker series,ENEMY_IN
Bull's-Eye Bill,Super Mario Run,ENEMY_IN
Bull's-Eye Bill,Super Mario Bros. Wonder,ENEMY_IN
Bully,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Bully,Mario & Luigi: Paper Jam,ENEMY_IN
Bully,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Bully,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Bully,Super Mario Maker 2,ENEMY_IN
Bumpty,Super Mario World 2: Yoshi's Island / Yoshi's Island: Super Mario Advance 3,ENEMY_IN
Bumpty,Paper Mario,ENEMY_IN
Bumpty,Yoshi's Story,ENEMY_IN
Bumpty,Paper Mario: The Thousand-Year Door,ENEMY_IN
Bumpty,Yoshi's Island DS,ENEMY_IN
Bumpty,Yoshi's New Island,ENEMY_IN
Bumpty,Yoshi's Woolly World / Poochy & Yoshi's Woolly World,ENEMY_IN
Bumpty,Yoshi's Crafted World,ENEMY_IN
Butterfly,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Butterfly,Super Mario Sunshine,ENEMY_IN
Butterfly,Super Mario Galaxy,ENEMY_IN
Butterfly,Super Mario Galaxy 2,ENEMY_IN
Butterfly,Super Mario Odyssey,ENEMY_IN
Bullet Bill,Super Mario Bros. / Super Mario Bros.: The Lost Levels,ENEMY_IN
Bullet Bill,Super Mario Kart,ENEMY_IN
Bullet Bill,Mario Party 2,ENEMY_IN
Bullet Bill,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Bullet Bill,Paper Mario,ENEMY_IN
Bullet Bill,Super Mario Bros. (Game & Watch),ENEMY_IN
Bullet Bill,Mario Kart DS,ENEMY_IN
Bullet Bill,Mario Party 3,ENEMY_IN
Bullet Bill,Mario & Luigi: Partners in Time,ENEMY_IN
Bullet Bill,Paper Mario: The Thousand-Year Door,ENEMY_IN
Bullet Bill,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Bullet Bill,Mario Kart Wii,ENEMY_IN
Bullet Bill,Mario Party 5,ENEMY_IN
Bullet Bill,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Bullet Bill,Super Paper Mario,ENEMY_IN
Bullet Bill,Super Mario Land,ENEMY_IN
Bullet Bill,Mario Kart 7,ENEMY_IN
Bullet Bill,Mario Party 6,ENEMY_IN
Bullet Bill,Mario & Luigi: Paper Jam,ENEMY_IN
Bullet Bill,Paper Mario: Sticker Star,ENEMY_IN
Bullet Bill,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Bullet Bill,Mario Kart Arcade GP DX,ENEMY_IN
Bullet Bill,Mario Party Advance,ENEMY_IN
Bullet Bill,Paper Mario: Color Splash,ENEMY_IN
Bullet Bill,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Bullet Bill,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Bullet Bill,Mario Party 7,ENEMY_IN
Bullet Bill,Paper Mario: The Origami King,ENEMY_IN
Bullet Bill,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Bullet Bill,Mario Kart Tour,ENEMY_IN
Bullet Bill,Mario Party 8,ENEMY_IN
Bullet Bill,Super Mario Sunshine,ENEMY_IN
Bullet Bill,Mario Kart World,ENEMY_IN
Bullet Bill,Mario Party 9,ENEMY_IN
Bullet Bill,New Super Mario Bros.,ENEMY_IN
Bullet Bill,Mario Party: Island Tour,ENEMY_IN
Bullet Bill,Super Mario Galaxy,ENEMY_IN
Bullet Bill,Mario Party 10,ENEMY_IN
Bullet Bill,New Super Mario Bros. Wii,ENEMY_IN
Bullet Bill,Super Mario Party,ENEMY_IN
Bullet Bill,Super Mario Galaxy 2,ENEMY_IN
Bullet Bill,Mario Party Superstars,ENEMY_IN
Bullet Bill,Super Mario 3D Land,ENEMY_IN
Bullet Bill,Super Mario Party Jamboree,ENEMY_IN
Bullet Bill,New Super Mario Bros. 2,ENEMY_IN
Bullet Bill,New Super Mario Bros. U,ENEMY_IN
Bullet Bill,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Bullet Bill,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Bullet Bill,Super Mario Run,ENEMY_IN
Bullet Bill,Super Mario Odyssey,ENEMY_IN
Bullet Bill,Super Mario Maker 2,ENEMY_IN
Bullet Bill,Super Mario Bros. Wonder,ENEMY_IN
Candle,Mario vs. Donkey Kong,ENEMY_IN
Candle,Mario vs. Donkey Kong,ENEMY_IN
Candle,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Candle,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Candle,Mini Mario & Friends: amiibo Challenge,ENEMY_IN
Candle,Mini Mario & Friends: amiibo Challenge,ENEMY_IN
Buzzy Beetle,Super Mario Bros.,ENEMY_IN
Buzzy Beetle,Mario & Luigi: Paper Jam,ENEMY_IN
Buzzy Beetle,Paper Mario,ENEMY_IN
Buzzy Beetle,Super Mario Bros. The Lost Levels,ENEMY_IN
Buzzy Beetle,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Buzzy Beetle,Paper Mario: The Thousand-Year Door,ENEMY_IN
Buzzy Beetle,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Buzzy Beetle,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Buzzy Beetle,Super Paper Mario,ENEMY_IN
Buzzy Beetle,Super Mario World,ENEMY_IN
Buzzy Beetle,Paper Mario: Sticker Star,ENEMY_IN
Buzzy Beetle,New Super Mario Bros.,ENEMY_IN
Buzzy Beetle,Paper Mario: Color Splash,ENEMY_IN
Buzzy Beetle,New Super Mario Bros. Wii,ENEMY_IN
Buzzy Beetle,Paper Mario: The Origami King,ENEMY_IN
Buzzy Beetle,New Super Mario Bros. 2,ENEMY_IN
Buzzy Beetle,New Super Mario Bros. U,ENEMY_IN
Buzzy Beetle,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Buzzy Beetle,Super Mario Run,ENEMY_IN
Buzzy Beetle,Super Mario Maker 2,ENEMY_IN
Buzzy Beetle,Super Mario Bros. Wonder,ENEMY_IN
Cataquack,Super Mario Sunshine,ENEMY_IN
Cataquack,Mario Kart: Double Dash!!,ENEMY_IN
Cataquack,Super Mario Galaxy,ENEMY_IN
Cataquack,Mario Kart Arcade GP subseries,ENEMY_IN
Cataquack,Mario Kart Wii,ENEMY_IN
Cataquack,Mario Kart World,ENEMY_IN
Charvaargh,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Charvaargh,Super Mario Maker 2,ENEMY_IN
Cheep Chomp,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Cheep Chomp,Mario Party: Island Tour,ENEMY_IN
Cheep Chomp,Mario Golf,ENEMY_IN
Cheep Chomp,New Super Mario Bros.,ENEMY_IN
Cheep Chomp,Mario Party 10,ENEMY_IN
Cheep Chomp,Mario Golf: Super Rush,ENEMY_IN
Cheep Chomp,New Super Mario Bros. Wii,ENEMY_IN
Cheep Chomp,Super Mario Party,ENEMY_IN
Cheep Chomp,New Super Mario Bros. 2,ENEMY_IN
Cheep Chomp,Mario Party Superstars,ENEMY_IN
Cheep Chomp,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Cheep Chomp,Super Mario Maker 2,ENEMY_IN
Chargin' Chuck,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Chargin' Chuck,Mario Kart Tour,ENEMY_IN
Chargin' Chuck,Super Mario Party,ENEMY_IN
Chargin' Chuck,Mario & Luigi: Paper Jam,ENEMY_IN
Chargin' Chuck,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Chargin' Chuck,Mario Kart World,ENEMY_IN
Chargin' Chuck,Super Mario Party Jamboree,ENEMY_IN
Chargin' Chuck,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Chargin' Chuck,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Chargin' Chuck,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Chargin' Chuck,Super Mario Odyssey,ENEMY_IN
Chain Chomp,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Chain Chomp,Mario Kart 64,ENEMY_IN
Chain Chomp,Mario Party 2,ENEMY_IN
Chain Chomp,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Chain Chomp,Paper Mario,ENEMY_IN
Chain Chomp,Mario Power Tennis / New Play Control! Mario Power Tennis,ENEMY_IN
Chain Chomp,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Chain Chomp,Mario Kart: Double Dash!!,ENEMY_IN
Chain Chomp,Mario Party 3,ENEMY_IN
Chain Chomp,Mario & Luigi: Partners in Time,ENEMY_IN
Chain Chomp,Paper Mario: The Thousand-Year Door,ENEMY_IN
Chain Chomp,Mario Tennis Aces,ENEMY_IN
Chain Chomp,Super Mario Sunshine,ENEMY_IN
Chain Chomp,Mario Kart DS,ENEMY_IN
Chain Chomp,Mario Party 4,ENEMY_IN
Chain Chomp,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Chain Chomp,Super Paper Mario,ENEMY_IN
Chain Chomp,New Super Mario Bros.,ENEMY_IN
Chain Chomp,Mario Kart Wii,ENEMY_IN
Chain Chomp,Mario Party 5,ENEMY_IN
Chain Chomp,Mario & Luigi: Dream Team,ENEMY_IN
Chain Chomp,Paper Mario: Sticker Star,ENEMY_IN
Chain Chomp,Super Mario Galaxy,ENEMY_IN
Chain Chomp,Mario Kart 7,ENEMY_IN
Chain Chomp,Mario Party 6,ENEMY_IN
Chain Chomp,Mario & Luigi: Paper Jam,ENEMY_IN
Chain Chomp,Paper Mario: Color Splash,ENEMY_IN
Chain Chomp,New Super Mario Bros. Wii,ENEMY_IN
Chain Chomp,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Chain Chomp,Mario Party Advance,ENEMY_IN
Chain Chomp,Paper Mario: The Origami King,ENEMY_IN
Chain Chomp,Super Mario Galaxy 2,ENEMY_IN
Chain Chomp,Mario Kart Tour,ENEMY_IN
Chain Chomp,Mario Party 7,ENEMY_IN
Chain Chomp,Super Mario 3D Land,ENEMY_IN
Chain Chomp,Mario Kart Live: Home Circuit,ENEMY_IN
Chain Chomp,Mario Party 8,ENEMY_IN
Chain Chomp,New Super Mario Bros. 2,ENEMY_IN
Chain Chomp,Mario Party 9,ENEMY_IN
Chain Chomp,New Super Mario Bros. U / New Super Luigi U,ENEMY_IN
Chain Chomp,Mario Party: Island Tour,ENEMY_IN
Chain Chomp,Super Mario Maker subseries,ENEMY_IN
Chain Chomp,Mario Party 10,ENEMY_IN
Chain Chomp,Super Mario Odyssey,ENEMY_IN
Chain Chomp,Mario Party: Star Rush,ENEMY_IN
Chain Chomp,Mario Party: The Top 100,ENEMY_IN
Chain Chomp,Super Mario Party,ENEMY_IN
Chain Chomp,Mario Party Superstars,ENEMY_IN
Chain Chomp,Super Mario Party Jamboree,ENEMY_IN
Clam,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Clam,Super Mario Sunshine,ENEMY_IN
Clawdaddy,Super Mario World 2: Yoshi's Island / Yoshi's Island: Super Mario Advance 3,ENEMY_IN
Clawdaddy,Yoshi's New Island,ENEMY_IN
Clawdaddy,Yoshi's Woolly World / Poochy & Yoshi's Woolly World,ENEMY_IN
Clawdaddy,Yoshi's Crafted World,ENEMY_IN
Clampy,Super Mario Galaxy,ENEMY_IN
Clampy,Mario Kart 7,ENEMY_IN
Clampy,New Super Mario Bros. Wii,ENEMY_IN
Clampy,Mario Kart Tour,ENEMY_IN
Clampy,Super Mario Galaxy 2,ENEMY_IN
Clampy,Mario Kart 8 Deluxe,ENEMY_IN
Clampy,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Cheep Cheep,Super Mario Bros. / Super Mario Bros.: The Lost Levels,ENEMY_IN
Cheep Cheep,Super Mario Kart,ENEMY_IN
Cheep Cheep,Mario Party,ENEMY_IN
Cheep Cheep,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Cheep Cheep,Paper Mario,ENEMY_IN
Cheep Cheep,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Cheep Cheep,Mario Kart 64,ENEMY_IN
Cheep Cheep,Mario Party 2,ENEMY_IN
Cheep Cheep,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Cheep Cheep,Paper Mario: The Thousand-Year Door,ENEMY_IN
Cheep Cheep,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Cheep Cheep,Mario Kart: Super Circuit,ENEMY_IN
Cheep Cheep,Mario Party 3,ENEMY_IN
Cheep Cheep,Mario & Luigi: Paper Jam,ENEMY_IN
Cheep Cheep,Super Paper Mario,ENEMY_IN
Cheep Cheep,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Cheep Cheep,Mario Kart: Double Dash!!,ENEMY_IN
Cheep Cheep,Mario Party 4,ENEMY_IN
Cheep Cheep,Paper Mario: Sticker Star,ENEMY_IN
Cheep Cheep,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Cheep Cheep,Mario Kart Arcade GP / Mario Kart Arcade GP 2,ENEMY_IN
Cheep Cheep,Mario Party 5,ENEMY_IN
Cheep Cheep,Paper Mario: Color Splash,ENEMY_IN
Cheep Cheep,Super Mario Sunshine,ENEMY_IN
Cheep Cheep,Mario Kart DS,ENEMY_IN
Cheep Cheep,Mario Party 6,ENEMY_IN
Cheep Cheep,Paper Mario: The Origami King,ENEMY_IN
Cheep Cheep,New Super Mario Bros.,ENEMY_IN
Cheep Cheep,Mario Kart Wii,ENEMY_IN
Cheep Cheep,Mario Party Advance,ENEMY_IN
Cheep Cheep,Super Mario Galaxy,ENEMY_IN
Cheep Cheep,Mario Kart 7,ENEMY_IN
Cheep Cheep,Mario Party 7,ENEMY_IN
Cheep Cheep,New Super Mario Bros. Wii,ENEMY_IN
Cheep Cheep,Mario Kart Arcade GP DX,ENEMY_IN
Cheep Cheep,Mario Party 8,ENEMY_IN
Cheep Cheep,Super Mario Galaxy 2,ENEMY_IN
Cheep Cheep,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Cheep Cheep,Mario Party DS,ENEMY_IN
Cheep Cheep,Super Mario 3D Land,ENEMY_IN
Cheep Cheep,Mario Kart Tour,ENEMY_IN
Cheep Cheep,Mario Party 9,ENEMY_IN
Cheep Cheep,New Super Mario Bros. 2,ENEMY_IN
Cheep Cheep,Mario Kart Live: Home Circuit,ENEMY_IN
Cheep Cheep,Mario Party: Island Tour,ENEMY_IN
Cheep Cheep,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Cheep Cheep,Mario Kart World,ENEMY_IN
Cheep Cheep,Mario Party 10,ENEMY_IN
Cheep Cheep,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Cheep Cheep,Mario Party: Star Rush,ENEMY_IN
Cheep Cheep,Super Mario Maker series,ENEMY_IN
Cheep Cheep,Super Mario Party,ENEMY_IN
Cheep Cheep,Super Mario Odyssey,ENEMY_IN
Cheep Cheep,Super Mario Party Jamboree,ENEMY_IN
Cheep Cheep,Super Mario Bros. Wonder,ENEMY_IN
Cobrat,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2 / Super Mario Advance,ENEMY_IN
Cobrat,Super Mario All-Stars / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Coin Coffer,Super Mario 3D Land,ENEMY_IN
Coin Coffer,New Super Mario Bros. 2,ENEMY_IN
Coin Coffer,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Coin Coffer,Super Mario Odyssey,ENEMY_IN
Conkdor,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Conkdor,Mario Party: Star Rush,ENEMY_IN
Conkdor,Super Mario Maker 2,ENEMY_IN
Conkdor,Super Mario Party,ENEMY_IN
Cooligan,New Super Mario Bros. Wii,ENEMY_IN
Cooligan,Mario Party 9,ENEMY_IN
Cooligan,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Cooligan,Super Mario Party Jamboree,ENEMY_IN
Crowber,New Super Mario Bros.,ENEMY_IN
Crowber,New Super Mario Bros. Wii,ENEMY_IN
Crowber,New Super Mario Bros. 2,ENEMY_IN
Crazee Dayzee,Super Smash Bros. Brawl,ENEMY_IN
Crazee Dayzee,Paper Mario,ENEMY_IN
Crazee Dayzee,Super Smash Bros. Ultimate,ENEMY_IN
Crazee Dayzee,Paper Mario: The Thousand-Year Door,ENEMY_IN
Crazee Dayzee,Super Paper Mario,ENEMY_IN
Dark Boo,Paper Mario: The Thousand-Year Door,ENEMY_IN
Dark Boo,Super Paper Mario,ENEMY_IN
Deep Cheep,New Super Mario Bros.,ENEMY_IN
Deep Cheep,New Super Mario Bros. Wii,ENEMY_IN
Deep Cheep,New Super Mario Bros. 2,ENEMY_IN
Deep Cheep,New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Deep Cheep,Super Mario Maker series,ENEMY_IN
Dino-Torch,Super Mario World,ENEMY_IN
Dino-Torch,Super Mario World: Super Mario Advance 2,ENEMY_IN
Dino Rhino,Super Mario World,ENEMY_IN
Dino Rhino,Paper Mario,ENEMY_IN
Dino Rhino,Super Mario All-Stars / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Dino Rhino,Paper Mario: Color Splash,ENEMY_IN
Dino Rhino,Paper Mario: The Origami King,ENEMY_IN
Dragoneel,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Dragoneel,Mario Party 10,ENEMY_IN
Dragoneel,Super Mario Maker 2,ENEMY_IN
Dragoneel,Super Mario Party,ENEMY_IN
Dragoneel,Super Mario Party Jamboree,ENEMY_IN
Dull Bones,Paper Mario: The Thousand-Year Door,ENEMY_IN
Dull Bones,Super Paper Mario,ENEMY_IN
Eerie,Super Mario World,ENEMY_IN
Eerie,Super Mario World: Super Mario Advance 2,ENEMY_IN
Eep Cheep,New Super Mario Bros. Wii,ENEMY_IN
Eep Cheep,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Eggplant Man,Wrecking Crew,ENEMY_IN
Eggplant Man,Wrecking Crew '98,ENEMY_IN
Fang,Super Mario World 2: Yoshi's Island / Yoshi's Island: Super Mario Advance 3,ENEMY_IN
Fang,Yoshi's Island DS,ENEMY_IN
Fang,Yoshi's New Island,ENEMY_IN
Fang,Yoshi's Woolly World / Poochy & Yoshi's Woolly World,ENEMY_IN
Fang,Yoshi's Crafted World,ENEMY_IN
Fighter Fly,Super Mario Bros. Special,ENEMY_IN
Fighter Fly,Mario & Luigi: Superstar Saga,ENEMY_IN
Fighter Fly,Super Mario Maker,ENEMY_IN
Fighter Fly,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Dry Bones,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Dry Bones,Mario Kart DS,ENEMY_IN
Dry Bones,Mario Party 7,ENEMY_IN
Dry Bones,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Dry Bones,Paper Mario,ENEMY_IN
Dry Bones,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Dry Bones,Mario Kart Wii,ENEMY_IN
Dry Bones,Mario Party 8,ENEMY_IN
Dry Bones,Mario & Luigi: Partners in Time,ENEMY_IN
Dry Bones,Paper Mario: The Thousand-Year Door,ENEMY_IN
Dry Bones,New Super Mario Bros.,ENEMY_IN
Dry Bones,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Dry Bones,Mario Party DS,ENEMY_IN
Dry Bones,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Dry Bones,Super Paper Mario,ENEMY_IN
Dry Bones,Super Mario Galaxy,ENEMY_IN
Dry Bones,Mario Kart Tour,ENEMY_IN
Dry Bones,Mario Party 9,ENEMY_IN
Dry Bones,Mario & Luigi: Dream Team,ENEMY_IN
Dry Bones,Paper Mario: Sticker Star,ENEMY_IN
Dry Bones,New Super Mario Bros. Wii,ENEMY_IN
Dry Bones,Mario Kart World,ENEMY_IN
Dry Bones,Mario Party: Island Tour,ENEMY_IN
Dry Bones,Mario & Luigi: Paper Jam,ENEMY_IN
Dry Bones,Paper Mario: Color Splash,ENEMY_IN
Dry Bones,Super Mario Galaxy 2,ENEMY_IN
Dry Bones,Mario Party 10,ENEMY_IN
Dry Bones,Mario & Luigi: Brothership,ENEMY_IN
Dry Bones,Paper Mario: The Origami King,ENEMY_IN
Dry Bones,Super Mario 3D Land,ENEMY_IN
Dry Bones,Mario Party: Star Rush,ENEMY_IN
Dry Bones,New Super Mario Bros. 2,ENEMY_IN
Dry Bones,Mario Party: The Top 100,ENEMY_IN
Dry Bones,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Dry Bones,Super Mario Party,ENEMY_IN
Dry Bones,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Dry Bones,Mario Party Superstars,ENEMY_IN
Dry Bones,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Dry Bones,Super Mario Party Jamboree,ENEMY_IN
Dry Bones,Super Mario Run,ENEMY_IN
Dry Bones,Super Mario Maker 2,ENEMY_IN
Dry Bones,Super Mario Bros. Wonder,ENEMY_IN
Fire Chain,Super Mario Galaxy 2,ENEMY_IN
Fire Chain,Super Mario Run,ENEMY_IN
Fire Bro,Super Mario Bros. 3,ENEMY_IN
Fire Bro,Mario Kart 8,ENEMY_IN
Fire Bro,Mario & Luigi: Dream Team,ENEMY_IN
Fire Bro,Paper Mario: The Thousand-Year Door,ENEMY_IN
Fire Bro,New Super Mario Bros.,ENEMY_IN
Fire Bro,Mario Kart Tour,ENEMY_IN
Fire Bro,Mario & Luigi: Paper Jam,ENEMY_IN
Fire Bro,Super Paper Mario,ENEMY_IN
Fire Bro,New Super Mario Bros. Wii,ENEMY_IN
