Enemy,Game,Relation
Wiggler,New Super Mario Bros. 2,ENEMY_IN
Wiggler,Mario Party: Island Tour,ENEMY_IN
Wiggler,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Wiggler,Mario Party 10,ENEMY_IN
Wiggler,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Wiggler,Mario Party: Star Rush,ENEMY_IN
Wiggler,Super Mario Odyssey,ENEMY_IN
Wiggler,Mario Party: The Top 100,ENEMY_IN
Wiggler,Super Mario Maker 2,ENEMY_IN
Wiggler,Super Mario Party,ENEMY_IN
Wiggler,Super Mario Bros. Wonder,ENEMY_IN
Wiggler,Super Mario Party Jamboree,ENEMY_IN
Zinger,Super Smash Bros. Brawl,ENEMY_IN
Zinger,Super Smash Bros. for Wii U,ENEMY_IN
Zinger,Super Smash Bros. Ultimate,ENEMY_IN
