Character,Game,Relation,Species
5-Volt,"WarioWare, Inc.: Mega Microgame$!",CHARACTER_IN,Human
5-Volt,WarioWare: Twisted!,CHARACTER_IN,Human
5-Volt,WarioWare: Touched!,CHARACTER_IN,Human
5-Volt,Game & Wario,CHARACTER_IN,Human
5-Volt,Super Smash Bros. for Wii U,CHARACTER_IN,Human
5-Volt,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Human
5-Volt,WarioWare Gold,CHARACTER_IN,Human
5-Volt,Super Smash Bros. Ultimate,CHARACTER_IN,Human
5-Volt,WarioWare: Get It Together!,CHARACTER_IN,Human
5-Volt,Tetris 99,CHARACTER_IN,Human
5-Volt,WarioWare: Move It!,CHARACTER_IN,Human
18-Volt,WarioWare: Twisted!,CHARACTER_IN,Human
18-Volt,WarioWare: Twisted!,CHARACTER_IN,Human
18-Volt,WarioWare: Smooth Moves,CHARACTER_IN,Human
18-Volt,Super Smash Bros. Brawl,CHARACTER_IN,Human
18-Volt,WarioWare: D.I.Y. Showcase,CHARACTER_IN,Human
18-Volt,Game & Wario,CHARACTER_IN,Human
18-Volt,Super Smash Bros. for Wii U,CHARACTER_IN,Human
18-Volt,Rhythm Heaven Megamix,CHARACTER_IN,Human
18-Volt,WarioWare Gold,CHARACTER_IN,Human
18-Volt,Super Smash Bros. Ultimate,CHARACTER_IN,Human
18-Volt,WarioWare: Get It Together!,CHARACTER_IN,Human
18-Volt,Tetris 99,CHARACTER_IN,Human
18-Volt,WarioWare: Move It!,CHARACTER_IN,Human
9-Volt,"WarioWare, Inc.: Mega Microgame$!",CHARACTER_IN,Human
9-Volt,Wario World,CHARACTER_IN,Human
9-Volt,"WarioWare, Inc.: Mega Party Game$!",CHARACTER_IN,Human
9-Volt,WarioWare: Twisted!,CHARACTER_IN,Human
9-Volt,WarioWare: Touched!,CHARACTER_IN,Human
9-Volt,WarioWare: Smooth Moves,CHARACTER_IN,Human
9-Volt,Super Smash Bros. Brawl,CHARACTER_IN,Human
9-Volt,Paper Airplane Chase,CHARACTER_IN,Human
9-Volt,WarioWare: D.I.Y.,CHARACTER_IN,Human
9-Volt,WarioWare: D.I.Y. Showcase,CHARACTER_IN,Human
9-Volt,Game & Wario,CHARACTER_IN,Human
9-Volt,Super Smash Bros. for Wii U,CHARACTER_IN,Human
9-Volt,Rhythm Heaven Megamix,CHARACTER_IN,Human
9-Volt,WarioWare Gold,CHARACTER_IN,Human
9-Volt,Super Smash Bros. Ultimate,CHARACTER_IN,Human
9-Volt,WarioWare: Get It Together!,CHARACTER_IN,Human
9-Volt,Tetris 99,CHARACTER_IN,Human
9-Volt,WarioWare: Move It!,CHARACTER_IN,Human
Ancient Minister,Super Mario RPG: Legend of the Seven Stars,CHARACTER_IN,Robot
Ancient Minister,"WarioWare, Inc.: Mega Microgame$!",CHARACTER_IN,Robot
Ancient Minister,WarioWare: Twisted!,CHARACTER_IN,Robot
Ancient Minister,WarioWare: Touched!,CHARACTER_IN,Robot
Ancient Minister,Mario Kart DS,CHARACTER_IN,Robot
Ancient Minister,WarioWare: Smooth Moves,CHARACTER_IN,Robot
Ancient Minister,Super Smash Bros. Brawl,CHARACTER_IN,Robot
Ancient Minister,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Robot
Ancient Minister,Super Smash Bros. for Wii U,CHARACTER_IN,Robot
Ancient Minister,Super Mario Maker,CHARACTER_IN,Robot
Ancient Minister,WarioWare Gold,CHARACTER_IN,Robot
Ancient Minister,Super Smash Bros. Ultimate,CHARACTER_IN,Robot
Ancient Minister,Super Mario RPG,CHARACTER_IN,Robot
Ashley,WarioWare: Touched!,CHARACTER_IN,Human
Ashley,WarioWare: Smooth Moves,CHARACTER_IN,Human
Ashley,Super Smash Bros. Brawl,CHARACTER_IN,Human
Ashley,Paper Airplane Chase,CHARACTER_IN,Human
Ashley,WarioWare: D.I.Y.,CHARACTER_IN,Human
Ashley,Game & Wario,CHARACTER_IN,Human
Ashley,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Human
Ashley,Super Smash Bros. for Wii U,CHARACTER_IN,Human
Ashley,Rhythm Heaven Megamix,CHARACTER_IN,Human
Ashley,Daigassou! Band Brothers P,CHARACTER_IN,Human
Ashley,Super Mario Maker,CHARACTER_IN,Human
Ashley,WarioWare Gold,CHARACTER_IN,Human
Ashley,Super Smash Bros. Ultimate,CHARACTER_IN,Human
Ashley,WarioWare: Get It Together!,CHARACTER_IN,Human
Ashley,Tetris 99,CHARACTER_IN,Human
Ashley,WarioWare: Move It!,CHARACTER_IN,Human
Baby Bowser,Super Mario World 2: Yoshi's Island,CHARACTER_IN,Koopa
Baby Bowser,Yoshi's Story,CHARACTER_IN,Koopa
Baby Bowser,Mario Artist: Paint Studio,CHARACTER_IN,Koopa
Baby Bowser,Super Smash Bros. Melee,CHARACTER_IN,Koopa
Baby Bowser,Super Mario Advance 3: Yoshi's Island,CHARACTER_IN,Koopa
Baby Bowser,Mario & Luigi: Partners in Time,CHARACTER_IN,Koopa
Baby Bowser,Yoshi's Island DS,CHARACTER_IN,Koopa
Baby Bowser,Yoshi's New Island,CHARACTER_IN,Koopa
Baby Bowser,Yoshi's Woolly World,CHARACTER_IN,Koopa
Baby Bowser,Poochy & Yoshi's Woolly World,CHARACTER_IN,Koopa
Baby Bowser,Super Smash Bros. Ultimate,CHARACTER_IN,Koopa
Baby Bowser,Yoshi's Crafted World,CHARACTER_IN,Koopa
Baby Daisy,Mario Kart Wii,CHARACTER_IN,Human
Baby Daisy,Mario Super Sluggers,CHARACTER_IN,Human
Baby Daisy,Mario Kart 8,CHARACTER_IN,Human
Baby Daisy,Super Smash Bros. for Wii U,CHARACTER_IN,Human
Baby Daisy,Nintendo Badge Arcade,CHARACTER_IN,Human
Baby Daisy,Mario Kart 8 Deluxe,CHARACTER_IN,Human
Baby Daisy,Dr. Mario World,CHARACTER_IN,Human
Baby Daisy,Mario Kart Tour,CHARACTER_IN,Human
Baby Peach,Mario & Luigi: Partners in Time,CHARACTER_IN,Human
Baby Peach,Yoshi's Island DS,CHARACTER_IN,Human
Baby Peach,Super Smash Bros. Brawl,CHARACTER_IN,Human
Baby Peach,Mario Kart Wii,CHARACTER_IN,Human
Baby Peach,Mario Super Sluggers,CHARACTER_IN,Human
Baby Peach,Mario Tennis Open,CHARACTER_IN,Human
Baby Peach,Mario Kart 8,CHARACTER_IN,Human
Baby Peach,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Human
Baby Peach,Mario Kart Arcade GP DX,CHARACTER_IN,Human
Baby Peach,Mario & Luigi: Paper Jam,CHARACTER_IN,Human
Baby Peach,Mario Kart 8 Deluxe,CHARACTER_IN,Human
Baby Peach,Super Smash Bros. Ultimate,CHARACTER_IN,Human
Baby Peach,Dr. Mario World,CHARACTER_IN,Human
Baby Peach,Mario Kart Tour,CHARACTER_IN,Human
Baby Luigi,Super Mario World 2: Yoshi's Island,CHARACTER_IN,Human
Baby Luigi,Yoshi's Island: Super Mario Advance 3,CHARACTER_IN,Human
Baby Luigi,Mario Kart: Double Dash!!,CHARACTER_IN,Human
Baby Luigi,Yoshi Touch & Go,CHARACTER_IN,Human
Baby Luigi,Mario Superstar Baseball,CHARACTER_IN,Human
Baby Luigi,Mario Kart DS,CHARACTER_IN,Human
Baby Luigi,Mario & Luigi: Partners in Time,CHARACTER_IN,Human
Baby Luigi,Yoshi's Island DS,CHARACTER_IN,Human
Baby Luigi,Mario Kart Arcade GP 2,CHARACTER_IN,Human
Baby Luigi,Super Smash Bros. Brawl,CHARACTER_IN,Human
Baby Luigi,Mario Kart Wii,CHARACTER_IN,Human
Baby Luigi,Mario Super Sluggers,CHARACTER_IN,Human
Baby Luigi,Yoshi's New Island,CHARACTER_IN,Human
Baby Luigi,Mario Kart 8,CHARACTER_IN,Human
Baby Luigi,Super Smash Bros. for Wii U,CHARACTER_IN,Human
Baby Luigi,Nintendo Badge Arcade,CHARACTER_IN,Human
Baby Luigi,Mario & Luigi: Paper Jam,CHARACTER_IN,Human
Baby Luigi,Mario Sports Superstars,CHARACTER_IN,Human
Baby Luigi,Mario Kart 8 Deluxe,CHARACTER_IN,Human
Baby Luigi,Super Smash Bros. Ultimate,CHARACTER_IN,Human
Baby Luigi,Dr. Mario World,CHARACTER_IN,Human
Baby Luigi,Mario Kart Tour,CHARACTER_IN,Human
Baby Luigi,WarioWare: Move It!,CHARACTER_IN,Human
Baby Luigi,Mario Kart World,CHARACTER_IN,Human
Baby Mario,Super Mario World 2: Yoshi's Island,CHARACTER_IN,Human
Baby Mario,Mario Golf,CHARACTER_IN,Human
Baby Mario,Mario Golf,CHARACTER_IN,Human
Baby Mario,Mario Tennis,CHARACTER_IN,Human
Baby Mario,Mario Tennis,CHARACTER_IN,Human
Baby Mario,Super Smash Bros. Melee,CHARACTER_IN,Human
Baby Mario,Super Mario Advance 3 (remake),CHARACTER_IN,Human
Baby Mario,Mario Kart: Double Dash!!,CHARACTER_IN,Human
Baby Mario,Yoshi Touch & Go,CHARACTER_IN,Human
Baby Mario,Mario Superstar Baseball,CHARACTER_IN,Human
Baby Mario,Mario Kart DS,CHARACTER_IN,Human
Baby Mario,Mario & Luigi: Partners in Time,CHARACTER_IN,Human
Baby Mario,Yoshi's Island DS,CHARACTER_IN,Human
Baby Mario,Mario Kart Arcade GP 2,CHARACTER_IN,Human
Baby Mario,Super Smash Bros. Brawl,CHARACTER_IN,Human
Baby Mario,Mario Kart Wii,CHARACTER_IN,Human
Baby Mario,Mario Super Sluggers,CHARACTER_IN,Human
Baby Mario,WarioWare: D.I.Y.,CHARACTER_IN,Human
Baby Mario,Mario Tennis Open,CHARACTER_IN,Human
Baby Mario,Yoshi's New Island,CHARACTER_IN,Human
Baby Mario,Mario Kart 8,CHARACTER_IN,Human
Baby Mario,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Human
Baby Mario,Nintendo Badge Arcade,CHARACTER_IN,Human
Baby Mario,Mario Kart Arcade GP DX,CHARACTER_IN,Human
Baby Mario,Mario & Luigi: Paper Jam,CHARACTER_IN,Human
Baby Mario,Super Mario Maker ( version 1.40 ),CHARACTER_IN,Human
Baby Mario,Mario Sports Superstars,CHARACTER_IN,Human
Baby Mario,Mario Kart 8 Deluxe,CHARACTER_IN,Human
Baby Mario,WarioWare Gold,CHARACTER_IN,Human
Baby Mario,Super Smash Bros. Ultimate,CHARACTER_IN,Human
Baby Mario,Dr. Mario World,CHARACTER_IN,Human
Baby Mario,Mario Kart Tour,CHARACTER_IN,Human
Baby Mario,WarioWare: Move It!,CHARACTER_IN,Human
Baby Rosalina,Mario Kart 8,CHARACTER_IN,Human
Baby Rosalina,Nintendo Badge Arcade,CHARACTER_IN,Human
Baby Rosalina,Mario Kart 8 Deluxe,CHARACTER_IN,Human
Baby Rosalina,Super Smash Bros. Ultimate,CHARACTER_IN,Human
Baby Rosalina,Mario Kart Tour,CHARACTER_IN,Human
Baby Rosalina,Dr. Mario World,CHARACTER_IN,Human
Baby Rosalina,Mario Kart World,CHARACTER_IN,Human
Banjo,Diddy Kong Racing,CHARACTER_IN,Honey Bear
Banjo,Mario Artist: Paint Studio,CHARACTER_IN,Honey Bear
Banjo,Super Smash Bros. Ultimate,CHARACTER_IN,Honey Bear
Bell Kritters,Donkey Kong Country,CHARACTER_IN,
Bell Kritters,Donkey Kong Land,CHARACTER_IN,
Bell Kritters,Donkey Kong Country 2: Diddy's Kong Quest,CHARACTER_IN,
Bell Kritters,Donkey Kong Land 2,CHARACTER_IN,
Bell Kritters,Donkey Kong Country 3: Dixie Kong's Double Trouble!,CHARACTER_IN,
Bell Kritters,Donkey Kong Land III,CHARACTER_IN,
Bell Kritters,Donkey Kong 64,CHARACTER_IN,
Bell Kritters,Donkey Kong Country (remake),CHARACTER_IN,
Bell Kritters,Donkey Kong Coconut Crackers,CHARACTER_IN,
Bell Kritters,Donkey Kong Country (remake),CHARACTER_IN,
Bell Kritters,Donkey Kong Country 2 (remake),CHARACTER_IN,
Bell Kritters,Mario Power Tennis,CHARACTER_IN,
Bell Kritters,DK: King of Swing,CHARACTER_IN,
Bell Kritters,Super Mario Strikers,CHARACTER_IN,
Bell Kritters,Donkey Kong Country 3 (remake),CHARACTER_IN,
Bell Kritters,Mario Strikers Charged,CHARACTER_IN,
Bell Kritters,Donkey Kong Barrel Blast,CHARACTER_IN,
Bell Kritters,DK: Jungle Climber,CHARACTER_IN,
Bell Kritters,Super Smash Bros. Brawl,CHARACTER_IN,
Bell Kritters,Mario Super Sluggers,CHARACTER_IN,
Bell Kritters,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,
Bell Kritters,Super Smash Bros. Ultimate,CHARACTER_IN,
Blaze the Cat,Mario & Sonic at the Olympic Games,CHARACTER_IN,Cat
Blaze the Cat,Mario & Sonic at the Olympic Games,CHARACTER_IN,Cat
Blaze the Cat,Super Smash Bros. Brawl,CHARACTER_IN,Cat
Blaze the Cat,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Cat
Blaze the Cat,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Cat
Blaze the Cat,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Cat
Blaze the Cat,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,Cat
Blaze the Cat,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Cat
Blaze the Cat,Super Smash Bros. for Wii U,CHARACTER_IN,Cat
Blaze the Cat,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Cat
Blaze the Cat,Mario & Sonic at the Rio 2016 Olympic Games Arcade Edition,CHARACTER_IN,Cat
Blaze the Cat,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Cat
Blaze the Cat,Super Smash Bros. Ultimate,CHARACTER_IN,Cat
Blaze the Cat,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Cat
Birdo,Yume Kōjō: Doki Doki Panic,CHARACTER_IN,
Birdo,Super Mario Bros. 2,CHARACTER_IN,
Birdo,Mario's Egg Catch,CHARACTER_IN,
Birdo,Super Mario Bros. & Friends: When I Grow Up,CHARACTER_IN,
Birdo,Super Mario All-Stars,CHARACTER_IN,
Birdo,Wario's Woods,CHARACTER_IN,
Birdo,Super Mario All-Stars + Super Mario World,CHARACTER_IN,
Birdo,Super Mario RPG: Legend of the Seven Stars,CHARACTER_IN,
Birdo,Mario Tennis,CHARACTER_IN,
Birdo,Mario Tennis,CHARACTER_IN,
Birdo,Super Smash Bros. Melee,CHARACTER_IN,
Birdo,Super Mario Advance,CHARACTER_IN,
Birdo,Mario Golf: Toadstool Tour,CHARACTER_IN,
Birdo,Mario Kart: Double Dash!!,CHARACTER_IN,
Birdo,Mario & Luigi: Superstar Saga,CHARACTER_IN,
Birdo,Mario Golf: Advance Tour,CHARACTER_IN,
Birdo,Mario Superstar Baseball,CHARACTER_IN,
Birdo,Yakuman DS,CHARACTER_IN,
Birdo,Mario Kart DS,CHARACTER_IN,
Birdo,Mario Party 7,CHARACTER_IN,
Birdo,Mario Hoops 3-on-3,CHARACTER_IN,
Birdo,Mario Party 8,CHARACTER_IN,
Birdo,Itadaki Street DS,CHARACTER_IN,
Birdo,Mario Kart Arcade GP 2,CHARACTER_IN,
Birdo,Mario Party Fushigi no Korokoro Catcher,CHARACTER_IN,
Birdo,Super Smash Bros. Brawl,CHARACTER_IN,
Birdo,Captain Rainbow,CHARACTER_IN,
Birdo,Mario Kart Wii,CHARACTER_IN,
Birdo,Mario Super Sluggers,CHARACTER_IN,
Birdo,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,
Birdo,Super Mario All-Stars Limited Edition,CHARACTER_IN,
Birdo,Mario Sports Mix,CHARACTER_IN,
Birdo,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,
Birdo,Fortune Street,CHARACTER_IN,
Birdo,Mario Party 9,CHARACTER_IN,
Birdo,Mario Tennis Open,CHARACTER_IN,
Birdo,Paper Mario: Sticker Star,CHARACTER_IN,
Birdo,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,
Birdo,Mario Party: Island Tour,CHARACTER_IN,
Birdo,NES Remix 2,CHARACTER_IN,
Birdo,Mario Golf: World Tour,CHARACTER_IN,
Birdo,Mario Kart 8,CHARACTER_IN,
Birdo,Super Smash Bros. for Wii U,CHARACTER_IN,
Birdo,Ultimate NES Remix,CHARACTER_IN,
Birdo,Super Mario Maker,CHARACTER_IN,
Birdo,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,
Birdo,Mario Party Challenge World,CHARACTER_IN,
Birdo,Minecraft: Wii U Edition,CHARACTER_IN,
Birdo,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,
Birdo,Paper Mario: Color Splash,CHARACTER_IN,
Birdo,Mario Sports Superstars,CHARACTER_IN,
Birdo,Mario Kart 8 Deluxe,CHARACTER_IN,
Birdo,Minecraft: Nintendo Switch Edition,CHARACTER_IN,
Birdo,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,
Birdo,Mario Party: The Top 100,CHARACTER_IN,
Birdo,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,
Birdo,Minecraft: Bedrock Edition,CHARACTER_IN,
Birdo,Mario Tennis Aces (version 2.0.0),CHARACTER_IN,
Birdo,Super Mario Party,CHARACTER_IN,
Birdo,Super Smash Bros. Ultimate,CHARACTER_IN,
Birdo,Mario Kart Tour,CHARACTER_IN,
Birdo,Super Mario Maker 2 (version 3.0.0),CHARACTER_IN,
Birdo,Paper Mario: The Origami King,CHARACTER_IN,
Birdo,Mario Golf: Super Rush,CHARACTER_IN,
Birdo,Mario Party Superstars,CHARACTER_IN,
Birdo,Mario Strikers: Battle League (version 1.3.0),CHARACTER_IN,
Birdo,Super Mario RPG,CHARACTER_IN,
Birdo,Nintendo World Championships: NES Edition,CHARACTER_IN,
Birdo,Super Mario Party Jamboree,CHARACTER_IN,
Birdo,Mario & Luigi: Brothership,CHARACTER_IN,
Birdo,Mario Kart World,CHARACTER_IN,
Boom Boom,Super Mario Bros. 3,CHARACTER_IN,
Boom Boom,Super Mario All-Stars,CHARACTER_IN,
Boom Boom,Super Mario All-Stars + Super Mario World,CHARACTER_IN,
Boom Boom,Super Mario Advance 4: Super Mario Bros. 3,CHARACTER_IN,
Boom Boom,Super Mario All-Stars Limited Edition,CHARACTER_IN,
Boom Boom,Super Mario 3D Land,CHARACTER_IN,
Boom Boom,New Super Mario Bros. U,CHARACTER_IN,
Boom Boom,New Super Luigi U,CHARACTER_IN,
Boom Boom,Super Mario 3D World,CHARACTER_IN,
Boom Boom,Puzzle & Dragons: Super Mario Bros. Edition,CHARACTER_IN,
Boom Boom,Minecraft: Wii U Edition,CHARACTER_IN,
Boom Boom,Super Mario Run,CHARACTER_IN,
Boom Boom,Mario Sports Superstars,CHARACTER_IN,
Boom Boom,Minecraft: Nintendo Switch Edition,CHARACTER_IN,
Boom Boom,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,
Boom Boom,Minecraft: Bedrock Edition,CHARACTER_IN,
Boom Boom,Mario Tennis Aces,CHARACTER_IN,
Boom Boom,Super Mario Party,CHARACTER_IN,
Boom Boom,Super Smash Bros. Ultimate,CHARACTER_IN,
Boom Boom,New Super Mario Bros. U Deluxe,CHARACTER_IN,
Boom Boom,Super Mario Maker 2,CHARACTER_IN,
Boom Boom,Dr. Mario World,CHARACTER_IN,
Boom Boom,Super Mario 3D World + Bowser's Fury,CHARACTER_IN,
Boom Boom,Mario Strikers: Battle League,CHARACTER_IN,
Boom Boom,Super Mario Party Jamboree,CHARACTER_IN,
Bowser's Brother,Super Mario Bros.: The Lost Levels,CHARACTER_IN,Koopa
Bowser's Brother,Super Mario All-Stars,CHARACTER_IN,Koopa
Bowser's Brother,Super Mario All-Stars + Super Mario World,CHARACTER_IN,Koopa
Bowser's Brother,Super Mario Bros. Deluxe,CHARACTER_IN,Koopa
Bowser's Brother,Super Mario All-Stars Limited Edition,CHARACTER_IN,Koopa
Bowser's Brother,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Koopa
Bowser's Brother,Super Smash Bros. for Wii U,CHARACTER_IN,Koopa
Bowser's Brother,Super Smash Bros. Ultimate,CHARACTER_IN,Koopa
Bowser's Brother,Game & Watch: Super Mario Bros.,CHARACTER_IN,Koopa
Bowser Jr.,Super Mario Sunshine,CHARACTER_IN,Koopa
Bowser Jr.,Mario Golf: Toadstool Tour,CHARACTER_IN,Koopa
Bowser Jr.,Mario Kart: Double Dash!!,CHARACTER_IN,Koopa
Bowser Jr.,Mario Golf: Advance Tour,CHARACTER_IN,Koopa
Bowser Jr.,Mario Power Tennis,CHARACTER_IN,Koopa
Bowser Jr.,Mario Superstar Baseball,CHARACTER_IN,Koopa
Bowser Jr.,New Super Mario Bros.,CHARACTER_IN,Koopa
Bowser Jr.,Mario Hoops 3-on-3,CHARACTER_IN,Koopa
Bowser Jr.,Itadaki Street DS,CHARACTER_IN,Koopa
Bowser Jr.,Mario Strikers Charged,CHARACTER_IN,Koopa
Bowser Jr.,Super Mario Galaxy,CHARACTER_IN,Koopa
Bowser Jr.,Mario Party DS,CHARACTER_IN,Koopa
Bowser Jr.,Mario Kart Wii,CHARACTER_IN,Koopa
Bowser Jr.,Super Smash Bros. Brawl,CHARACTER_IN,Koopa
Bowser Jr.,Mario Super Sluggers,CHARACTER_IN,Koopa
Bowser Jr.,New Play Control! Mario Power Tennis,CHARACTER_IN,Koopa
Bowser Jr.,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Koopa
Bowser Jr.,New Super Mario Bros. Wii,CHARACTER_IN,Koopa
Bowser Jr.,Super Mario Galaxy 2,CHARACTER_IN,Koopa
Bowser Jr.,Mario Sports Mix,CHARACTER_IN,Koopa
Bowser Jr.,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Koopa
Bowser Jr.,Fortune Street,CHARACTER_IN,Koopa
Bowser Jr.,Mario Party 9,CHARACTER_IN,Koopa
Bowser Jr.,Mario Tennis Open,CHARACTER_IN,Koopa
Bowser Jr.,Paper Mario: Sticker Star,CHARACTER_IN,Koopa
Bowser Jr.,New Super Mario Bros. U,CHARACTER_IN,Koopa
Bowser Jr.,New Super Luigi U,CHARACTER_IN,Koopa
Bowser Jr.,Mario & Luigi: Dream Team,CHARACTER_IN,Koopa
Bowser Jr.,Mario Kart Arcade GP DX,CHARACTER_IN,Koopa
Bowser Jr.,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,Koopa
Bowser Jr.,Mario Party: Island Tour,CHARACTER_IN,Koopa
Bowser Jr.,Mario Golf: World Tour,CHARACTER_IN,Koopa
Bowser Jr.,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Koopa
Bowser Jr.,Super Smash Bros. for Wii U,CHARACTER_IN,Koopa
Bowser Jr.,Mario Party 10,CHARACTER_IN,Koopa
Bowser Jr.,Mario Kart 8,CHARACTER_IN,Koopa
Bowser Jr.,Puzzle & Dragons: Super Mario Bros. Edition,CHARACTER_IN,Koopa
Bowser Jr.,Super Mario Maker,CHARACTER_IN,Koopa
Bowser Jr.,Mario Tennis: Ultra Smash,CHARACTER_IN,Koopa
Bowser Jr.,Mario & Luigi: Paper Jam,CHARACTER_IN,Koopa
Bowser Jr.,Minecraft: Wii U Edition,CHARACTER_IN,Koopa
Bowser Jr.,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Koopa
Bowser Jr.,Mario Party: Star Rush,CHARACTER_IN,Koopa
Bowser Jr.,Super Mario Maker for Nintendo 3DS,CHARACTER_IN,Koopa
Bowser Jr.,Mario Sports Superstars,CHARACTER_IN,Koopa
Bowser Jr.,Mario Kart 8 Deluxe,CHARACTER_IN,Koopa
Bowser Jr.,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Koopa
Bowser Jr.,Mario + Rabbids Kingdom Battle,CHARACTER_IN,Koopa
Bowser Jr.,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,Koopa
Bowser Jr.,Mario Party: The Top 100,CHARACTER_IN,Koopa
Bowser Jr.,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Koopa
Bowser Jr.,Minecraft: Bedrock Edition,CHARACTER_IN,Koopa
Bowser Jr.,Mario Tennis Aces,CHARACTER_IN,Koopa
Bowser Jr.,Super Mario Party,CHARACTER_IN,Koopa
Bowser Jr.,Super Smash Bros. Ultimate,CHARACTER_IN,Koopa
Bowser Jr.,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,CHARACTER_IN,Koopa
Bowser Jr.,New Super Mario Bros. U Deluxe,CHARACTER_IN,Koopa
Bowser Jr.,Super Mario Maker 2,CHARACTER_IN,Koopa
Bowser Jr.,Dr. Mario World,CHARACTER_IN,Koopa
Bowser Jr.,Mario Kart Tour,CHARACTER_IN,Koopa
Bowser Jr.,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Koopa
Bowser Jr.,Paper Mario: The Origami King,CHARACTER_IN,Koopa
Bowser Jr.,Super Mario 3D All-Stars,CHARACTER_IN,Koopa
Bowser Jr.,Mario Kart Live: Home Circuit,CHARACTER_IN,Koopa
Bowser Jr.,Super Mario 3D World + Bowser's Fury,CHARACTER_IN,Koopa
Bowser Jr.,Mario Golf: Super Rush,CHARACTER_IN,Koopa
Bowser Jr.,Mario Party Superstars,CHARACTER_IN,Koopa
Bowser Jr.,Mario Strikers: Battle League,CHARACTER_IN,Koopa
Bowser Jr.,Super Mario Bros. Wonder,CHARACTER_IN,Koopa
Bowser Jr.,Super Mario Party Jamboree,CHARACTER_IN,Koopa
Bowser Jr.,Mario & Luigi: Brothership,CHARACTER_IN,Koopa
Bubbles,VS. Pinball,CHARACTER_IN,Beanish
Bubbles,Super Smash Bros. Melee,CHARACTER_IN,Beanish
Bubbles,WarioWare: Twisted!,CHARACTER_IN,Beanish
Bubbles,DK: King of Swing,CHARACTER_IN,Beanish
Bubbles,WarioWare: Smooth Moves,CHARACTER_IN,Beanish
Bubbles,WarioWare: D.I.Y.,CHARACTER_IN,Beanish
Bubbles,WarioWare: D.I.Y. Showcase,CHARACTER_IN,Beanish
Bubbles,Super Mario Maker ( version 1.40 ),CHARACTER_IN,Beanish
Bubbles,Super Smash Bros. Ultimate,CHARACTER_IN,Beanish
Bowser,Super Mario Bros.,CHARACTER_IN,Koopa
Bowser,VS. Super Mario Bros.,CHARACTER_IN,Koopa
Bowser,Super Mario Bros.: The Lost Levels,CHARACTER_IN,Koopa
Bowser,Super Mario Bros. Special,CHARACTER_IN,Koopa
Bowser,All Night Nippon: Super Mario Bros.,CHARACTER_IN,Koopa
Bowser,Super Mario Bros.,CHARACTER_IN,Koopa
Bowser,I am a teacher: Super Mario Sweater,CHARACTER_IN,Koopa
Bowser,Super Mario Bros. 3,CHARACTER_IN,Koopa
Bowser,Super Mario Bros.,CHARACTER_IN,Koopa
Bowser,Super Mario World,CHARACTER_IN,Koopa
Bowser,Super Mario Bros. 3,CHARACTER_IN,Koopa
Bowser,Super Mario World,CHARACTER_IN,Koopa
Bowser,Mario Roulette,CHARACTER_IN,Koopa
Bowser,Mario Teaches Typing,CHARACTER_IN,Koopa
Bowser,Super Mario Bros. & Friends: When I Grow Up,CHARACTER_IN,Koopa
Bowser,Super Mario Kart,CHARACTER_IN,Koopa
Bowser,Mario is Missing!,CHARACTER_IN,Koopa
Bowser,Mario is Missing!,CHARACTER_IN,Koopa
Bowser,Mario is Missing!,CHARACTER_IN,Koopa
Bowser,Mario Undōkai,CHARACTER_IN,Koopa
Bowser,Super Mario All-Stars,CHARACTER_IN,Koopa
